                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    305,                 1.3469,                 0.9642,                0.98649,                0.40004,                0.31815,                 0.3128,                0.18415,                 1.3591,                0.99751,                 1.0199,              0.0039808,              0.0039808,              0.0039808
                    306,                 1.3526,                 0.9687,                0.99137,                 0.4006,                0.31823,                0.31282,                0.18401,                 1.3592,                0.99731,                 1.0198,               0.003961,               0.003961,               0.003961
                    307,                 1.3504,                0.96155,                 0.9882,                0.40094,                0.31781,                0.31287,                0.18408,                 1.3594,                0.99726,                 1.0198,              0.0039412,              0.0039412,              0.0039412
                    308,                 1.3562,                 0.9676,                0.98752,                0.40043,                0.31794,                0.31297,                0.18405,                 1.3594,                0.99721,                 1.0197,              0.0039214,              0.0039214,              0.0039214
                    309,                 1.3458,                0.96262,                0.98606,                0.40044,                0.31839,                0.31277,                0.18396,                 1.3597,                0.99734,                 1.0198,              0.0039016,              0.0039016,              0.0039016
                    310,                 1.3487,                0.97096,                0.98891,                0.40177,                0.31868,                0.31299,                0.18402,                 1.3598,                0.99727,                 1.0198,              0.0038818,              0.0038818,              0.0038818
                    311,                  1.352,                0.96774,                0.99028,                0.40068,                0.31917,                0.31325,                0.18416,                 1.3596,                0.99723,                 1.0197,               0.003862,               0.003862,               0.003862
                    312,                 1.3498,                  0.965,                0.98786,                0.40151,                0.31901,                0.31345,                0.18417,                 1.3595,                0.99716,                 1.0196,              0.0038422,              0.0038422,              0.0038422
                    313,                 1.3471,                0.96162,                 0.9896,                0.40067,                0.31973,                0.31347,                0.18422,                 1.3596,                0.99702,                 1.0196,              0.0038224,              0.0038224,              0.0038224
                    314,                 1.3561,                0.96406,                   0.99,                0.39939,                0.31953,                0.31329,                0.18409,                 1.3596,                0.99693,                 1.0196,              0.0038026,              0.0038026,              0.0038026
                    315,                 1.3453,                 0.9582,                0.98802,                0.39901,                0.31932,                0.31348,                0.18421,                 1.3594,                0.99686,                 1.0196,              0.0037828,              0.0037828,              0.0037828
                    316,                 1.3435,                0.95936,                0.98749,                0.39844,                0.31936,                 0.3135,                0.18422,                 1.3596,                0.99671,                 1.0196,               0.003763,               0.003763,               0.003763
                    317,                 1.3494,                 0.9614,                0.98663,                0.39874,                0.31964,                0.31371,                0.18438,                 1.3593,                 0.9967,                 1.0195,              0.0037432,              0.0037432,              0.0037432
                    318,                  1.349,                0.95971,                0.98546,                 0.3986,                0.31936,                0.31389,                 0.1845,                 1.3595,                0.99666,                 1.0195,              0.0037234,              0.0037234,              0.0037234
                    319,                 1.3479,                0.95713,                0.98773,                0.40256,                0.32181,                 0.3139,                0.18455,                 1.3595,                0.99644,                 1.0195,              0.0037036,              0.0037036,              0.0037036
                    320,                 1.3484,                0.96329,                0.98768,                0.40317,                0.32191,                0.31388,                0.18456,                 1.3594,                0.99658,                 1.0195,              0.0036838,              0.0036838,              0.0036838
                    321,                 1.3419,                0.95548,                0.98568,                 0.3997,                 0.3195,                0.31405,                0.18463,                 1.3594,                0.99654,                 1.0195,               0.003664,               0.003664,               0.003664
                    322,                 1.3491,                0.96157,                0.99017,                0.40002,                0.31987,                0.31398,                0.18464,                 1.3597,                0.99662,                 1.0195,              0.0036442,              0.0036442,              0.0036442
                    323,                 1.3499,                0.96217,                0.98931,                0.40171,                0.31922,                0.31402,                0.18476,                 1.3594,                0.99665,                 1.0195,              0.0036244,              0.0036244,              0.0036244
                    324,                 1.3504,                 0.9578,                0.98545,                0.40059,                0.31983,                0.31392,                0.18459,                 1.3596,                0.99642,                 1.0195,              0.0036046,              0.0036046,              0.0036046
                    325,                 1.3434,                0.95611,                0.98791,                0.40186,                0.31859,                0.31396,                0.18455,                 1.3593,                0.99638,                 1.0194,              0.0035848,              0.0035848,              0.0035848
                    326,                 1.3442,                0.95552,                0.98507,                 0.4023,                0.31875,                0.31391,                0.18452,                 1.3596,                 0.9965,                 1.0194,               0.003565,               0.003565,               0.003565
                    327,                 1.3446,                0.95482,                0.98528,                0.40096,                0.31911,                0.31393,                0.18449,                 1.3594,                0.99628,                 1.0193,              0.0035452,              0.0035452,              0.0035452
                    328,                 1.3448,                0.95665,                0.98554,                0.40069,                0.32019,                0.31388,                0.18468,                 1.3593,                0.99621,                 1.0193,              0.0035254,              0.0035254,              0.0035254
                    329,                 1.3462,                0.95466,                0.98426,                0.40021,                0.31954,                0.31381,                 0.1844,                 1.3594,                0.99613,                 1.0192,              0.0035056,              0.0035056,              0.0035056
                    330,                 1.3505,                0.95959,                0.98774,                0.40038,                0.31864,                0.31395,                0.18457,                 1.3597,                0.99627,                 1.0193,              0.0034858,              0.0034858,              0.0034858
                    331,                 1.3442,                0.95449,                0.98624,                0.40061,                0.31841,                0.31394,                0.18454,                 1.3596,                0.99629,                 1.0193,               0.003466,               0.003466,               0.003466
                    332,                 1.3328,                0.94739,                0.98337,                0.40087,                0.31835,                0.31394,                0.18454,                 1.3596,                0.99633,                 1.0193,              0.0034462,              0.0034462,              0.0034462
                    333,                 1.3484,                0.95845,                0.98594,                0.40143,                0.31853,                0.31405,                0.18451,                 1.3595,                0.99622,                 1.0193,              0.0034264,              0.0034264,              0.0034264
                    334,                 1.3428,                0.95233,                0.98407,                0.40044,                 0.3194,                 0.3141,                0.18463,                 1.3592,                0.99612,                 1.0193,              0.0034066,              0.0034066,              0.0034066
                    335,                 1.3388,                0.94902,                0.98538,                0.39945,                0.31846,                0.31406,                0.18484,                 1.3594,                0.99615,                 1.0193,              0.0033868,              0.0033868,              0.0033868
                    336,                 1.3413,                0.94838,                0.98294,                0.39965,                0.31842,                0.31421,                0.18478,                 1.3592,                0.99596,                 1.0193,               0.003367,               0.003367,               0.003367
                    337,                 1.3401,                0.95389,                 0.9862,                0.39979,                0.31862,                0.31442,                0.18491,                 1.3596,                0.99597,                 1.0193,              0.0033472,              0.0033472,              0.0033472
                    338,                 1.3381,                0.95117,                0.98377,                0.40016,                0.31849,                0.31444,                 0.1849,                 1.3596,                0.99601,                 1.0193,              0.0033274,              0.0033274,              0.0033274
                    339,                 1.3389,                0.94801,                0.98403,                0.39851,                0.31891,                0.31435,                0.18491,                 1.3595,                0.99622,                 1.0193,              0.0033076,              0.0033076,              0.0033076
                    340,                 1.3453,                0.95381,                0.98592,                0.39761,                0.32007,                0.31443,                0.18506,                 1.3593,                0.99615,                 1.0193,              0.0032878,              0.0032878,              0.0032878
                    341,                  1.342,                 0.9528,                0.98433,                0.39752,                0.32112,                0.31432,                0.18491,                 1.3593,                0.99604,                 1.0193,               0.003268,               0.003268,               0.003268
                    342,                 1.3393,                0.94697,                0.98144,                0.39792,                0.32081,                0.31467,                0.18526,                 1.3596,                0.99615,                 1.0192,              0.0032482,              0.0032482,              0.0032482
                    343,                 1.3416,                0.95174,                0.98311,                0.39749,                0.32056,                0.31474,                0.18532,                 1.3591,                  0.996,                 1.0192,              0.0032284,              0.0032284,              0.0032284
                    344,                 1.3416,                0.95018,                0.98214,                0.39753,                0.32171,                0.31502,                0.18533,                 1.3591,                0.99598,                 1.0192,              0.0032086,              0.0032086,              0.0032086
                    345,                 1.3392,                0.94413,                0.98225,                0.39931,                0.32286,                0.31492,                 0.1854,                 1.3594,                0.99597,                 1.0192,              0.0031888,              0.0031888,              0.0031888
                    346,                 1.3359,                0.94495,                0.98268,                0.39908,                0.32223,                0.31493,                0.18527,                 1.3594,                0.99601,                 1.0191,               0.003169,               0.003169,               0.003169
                    347,                  1.342,                 0.9484,                0.98573,                0.39926,                0.32214,                0.31525,                0.18564,                 1.3593,                0.99629,                  1.019,              0.0031492,              0.0031492,              0.0031492
                    348,                  1.337,                0.94787,                 0.9819,                0.40042,                0.32058,                0.31497,                0.18547,                 1.3592,                 0.9963,                 1.0189,              0.0031294,              0.0031294,              0.0031294
                    349,                 1.3315,                0.94445,                0.98228,                0.40014,                0.32199,                0.31532,                0.18564,                  1.359,                0.99627,                 1.0188,              0.0031096,              0.0031096,              0.0031096
                    350,                 1.3359,                0.94566,                0.98129,                0.40273,                0.32099,                0.31519,                0.18568,                 1.3591,                0.99629,                 1.0188,              0.0030898,              0.0030898,              0.0030898
                    351,                  1.337,                0.94218,                0.98449,                0.40331,                0.31712,                0.31535,                0.18567,                 1.3589,                0.99639,                 1.0188,                0.00307,                0.00307,                0.00307
                    352,                 1.3422,                0.94648,                 0.9835,                0.40359,                  0.317,                 0.3152,                0.18554,                 1.3593,                0.99664,                 1.0188,              0.0030502,              0.0030502,              0.0030502
                    353,                 1.3334,                0.94198,                0.98232,                0.40707,                0.31925,                0.31553,                0.18588,                 1.3594,                0.99657,                 1.0189,              0.0030304,              0.0030304,              0.0030304
                    354,                 1.3349,                0.94241,                0.98278,                0.40585,                0.31966,                0.31553,                0.18599,                  1.359,                0.99643,                 1.0188,              0.0030106,              0.0030106,              0.0030106
                    355,                  1.334,                 0.9422,                0.98045,                0.40786,                0.31912,                0.31563,                0.18597,                  1.359,                0.99672,                 1.0188,              0.0029908,              0.0029908,              0.0029908
                    356,                   1.34,                0.94457,                0.98416,                0.40594,                0.31988,                0.31568,                0.18594,                  1.359,                 0.9969,                 1.0187,               0.002971,               0.002971,               0.002971
                    357,                 1.3272,                0.93752,                 0.9818,                0.40511,                0.31888,                 0.3155,                0.18579,                 1.3592,                 0.9971,                 1.0187,              0.0029512,              0.0029512,              0.0029512
                    358,                 1.3345,                0.94094,                0.98246,                0.40244,                 0.3221,                0.31571,                0.18607,                 1.3594,                0.99716,                 1.0187,              0.0029314,              0.0029314,              0.0029314
                    359,                 1.3331,                0.94168,                0.98223,                0.40115,                0.32454,                0.31588,                0.18618,                 1.3594,                 0.9972,                 1.0186,              0.0029116,              0.0029116,              0.0029116
                    360,                 1.3318,                0.94045,                0.97951,                0.40048,                0.32517,                0.31557,                0.18629,                 1.3591,                0.99707,                 1.0186,              0.0028918,              0.0028918,              0.0028918
                    361,                 1.3369,                0.94354,                0.98517,                0.40282,                0.32348,                0.31575,                0.18622,                 1.3592,                0.99699,                 1.0186,               0.002872,               0.002872,               0.002872
                    362,                 1.3356,                0.94309,                0.98235,                0.40251,                0.32331,                0.31586,                0.18645,                 1.3593,                0.99712,                 1.0185,              0.0028522,              0.0028522,              0.0028522
                    363,                 1.3365,                0.94243,                0.98374,                0.40349,                0.32313,                 0.3158,                0.18627,                 1.3592,                0.99681,                 1.0185,              0.0028324,              0.0028324,              0.0028324
                    364,                 1.3283,                0.93114,                0.98011,                0.40431,                0.32293,                0.31602,                0.18644,                 1.3594,                0.99705,                 1.0185,              0.0028126,              0.0028126,              0.0028126
                    365,                 1.3319,                0.93564,                0.97808,                 0.4034,                0.32337,                0.31603,                0.18648,                 1.3596,                0.99718,                 1.0185,              0.0027928,              0.0027928,              0.0027928
                    366,                 1.3379,                0.94455,                 0.9818,                0.40726,                0.32453,                0.31618,                0.18662,                 1.3595,                0.99738,                 1.0184,               0.002773,               0.002773,               0.002773
                    367,                 1.3293,                0.93728,                0.98312,                0.40866,                0.32281,                0.31629,                0.18666,                 1.3594,                0.99728,                 1.0184,              0.0027532,              0.0027532,              0.0027532
                    368,                 1.3313,                0.93784,                0.98417,                0.40592,                 0.3256,                0.31615,                0.18676,                 1.3594,                0.99733,                 1.0184,              0.0027334,              0.0027334,              0.0027334
                    369,                 1.3318,                0.93736,                0.98159,                0.40689,                0.32393,                0.31605,                0.18679,                 1.3596,                0.99742,                 1.0184,              0.0027136,              0.0027136,              0.0027136
                    370,                  1.331,                0.93647,                0.98156,                0.40752,                0.32423,                0.31599,                0.18672,                 1.3596,                0.99723,                 1.0184,              0.0026938,              0.0026938,              0.0026938
                    371,                  1.333,                0.94037,                0.98136,                0.40409,                0.32376,                0.31595,                0.18675,                 1.3599,                0.99745,                 1.0184,               0.002674,               0.002674,               0.002674
                    372,                 1.3264,                0.93297,                0.98016,                0.40418,                0.32393,                0.31612,                0.18685,                 1.3596,                 0.9974,                 1.0183,              0.0026542,              0.0026542,              0.0026542
                    373,                 1.3277,                0.93321,                0.98135,                0.40408,                0.32337,                0.31627,                0.18689,                 1.3597,                0.99758,                 1.0183,              0.0026344,              0.0026344,              0.0026344
                    374,                 1.3347,                0.93771,                 0.9809,                0.40385,                0.32294,                0.31639,                0.18689,                 1.3597,                0.99744,                 1.0182,              0.0026146,              0.0026146,              0.0026146
                    375,                 1.3319,                0.93745,                0.98013,                0.40405,                0.32285,                0.31659,                  0.187,                 1.3596,                 0.9974,                 1.0182,              0.0025948,              0.0025948,              0.0025948
                    376,                 1.3267,                0.92869,                0.97677,                0.40401,                0.32285,                0.31691,                0.18725,                 1.3598,                0.99737,                 1.0182,               0.002575,               0.002575,               0.002575
                    377,                 1.3212,                 0.9292,                0.97977,                0.40241,                0.32289,                0.31698,                0.18717,                   1.36,                0.99766,                 1.0181,              0.0025552,              0.0025552,              0.0025552
                    378,                 1.3263,                0.93304,                0.98041,                0.40308,                0.32141,                0.31693,                0.18696,                   1.36,                 0.9974,                 1.0181,              0.0025354,              0.0025354,              0.0025354
                    379,                 1.3242,                0.93053,                0.97945,                 0.4042,                0.32132,                0.31715,                0.18724,                   1.36,                0.99759,                 1.0181,              0.0025156,              0.0025156,              0.0025156
                    380,                 1.3264,                0.92798,                 0.9801,                0.40541,                0.32125,                0.31725,                0.18721,                 1.3599,                 0.9977,                  1.018,              0.0024958,              0.0024958,              0.0024958
                    381,                 1.3274,                0.93517,                0.98159,                0.40335,                0.32174,                0.31732,                 0.1873,                 1.3599,                0.99764,                 1.0179,               0.002476,               0.002476,               0.002476
                    382,                  1.325,                0.93247,                0.97898,                0.40417,                 0.3221,                0.31759,                0.18722,                 1.3601,                0.99769,                 1.0179,              0.0024562,              0.0024562,              0.0024562
                    383,                 1.3256,                0.92989,                0.98085,                0.40372,                0.32187,                0.31752,                0.18723,                 1.3598,                0.99788,                 1.0179,              0.0024364,              0.0024364,              0.0024364
                    384,                 1.3227,                0.92737,                0.97973,                0.40395,                0.32198,                 0.3177,                0.18704,                 1.3601,                0.99785,                 1.0178,              0.0024166,              0.0024166,              0.0024166
                    385,                 1.3287,                0.93074,                 0.9765,                0.40291,                0.32279,                0.31757,                0.18716,                   1.36,                0.99799,                 1.0178,              0.0023968,              0.0023968,              0.0023968
                    386,                 1.3262,                 0.9323,                0.97827,                0.40228,                0.32247,                0.31855,                0.18781,                 1.3604,                0.99816,                 1.0178,               0.002377,               0.002377,               0.002377
                    387,                 1.3243,                0.93236,                0.97586,                0.40342,                0.32336,                0.31849,                0.18758,                 1.3603,                0.99825,                 1.0178,              0.0023572,              0.0023572,              0.0023572
                    388,                 1.3225,                0.92599,                0.97687,                0.40445,                0.32179,                0.31862,                0.18773,                 1.3604,                0.99818,                 1.0177,              0.0023374,              0.0023374,              0.0023374
                    389,                 1.3235,                0.92662,                0.97693,                0.40447,                0.32406,                 0.3184,                0.18773,                 1.3605,                0.99807,                 1.0178,              0.0023176,              0.0023176,              0.0023176
                    390,                 1.3293,                0.92686,                0.97785,                0.40275,                0.32413,                0.31863,                0.18777,                 1.3606,                0.99821,                 1.0178,              0.0022978,              0.0022978,              0.0022978
                    391,                 1.3185,                0.92664,                0.97795,                0.40241,                0.32388,                0.31859,                0.18783,                 1.3605,                0.99841,                 1.0176,               0.002278,               0.002278,               0.002278
                    392,                 1.3211,                 0.9258,                0.97877,                0.40267,                0.32391,                0.31871,                0.18788,                 1.3602,                0.99842,                 1.0176,              0.0022582,              0.0022582,              0.0022582
                    393,                 1.3242,                0.92758,                0.97679,                0.40301,                0.32302,                 0.3186,                0.18805,                 1.3603,                0.99869,                 1.0176,              0.0022384,              0.0022384,              0.0022384
                    394,                 1.3195,                0.92452,                0.98106,                0.40398,                0.32293,                0.31846,                0.18783,                 1.3605,                0.99868,                 1.0176,              0.0022186,              0.0022186,              0.0022186
                    395,                  1.318,                0.91979,                0.97858,                0.40266,                0.32388,                0.31885,                0.18815,                 1.3604,                0.99881,                 1.0176,              0.0021988,              0.0021988,              0.0021988
                    396,                 1.3197,                0.92307,                0.97717,                0.40289,                0.32353,                0.31838,                0.18785,                 1.3604,                  0.999,                 1.0176,               0.002179,               0.002179,               0.002179
                    397,                 1.3177,                0.92024,                0.97662,                0.40093,                0.32389,                0.31848,                0.18796,                 1.3601,                0.99895,                 1.0175,              0.0021592,              0.0021592,              0.0021592
                    398,                 1.3206,                0.92114,                0.97636,                0.40176,                0.32388,                0.31863,                0.18803,                 1.3604,                0.99885,                 1.0175,              0.0021394,              0.0021394,              0.0021394
                    399,                 1.3283,                0.93035,                0.98095,                0.40226,                0.32407,                0.31874,                0.18804,                 1.3603,                0.99881,                 1.0175,              0.0021196,              0.0021196,              0.0021196
                    400,                 1.3205,                 0.9224,                0.97657,                  0.403,                0.32298,                0.31903,                0.18807,                 1.3602,                0.99888,                 1.0175,              0.0020998,              0.0020998,              0.0020998
                    401,                 1.3188,                0.92119,                0.97906,                0.40409,                0.32319,                0.31909,                0.18802,                 1.3602,                0.99921,                 1.0174,                0.00208,                0.00208,                0.00208
                    402,                 1.3195,                0.92406,                0.97665,                0.40369,                0.32496,                0.31896,                0.18797,                 1.3603,                0.99948,                 1.0174,              0.0020602,              0.0020602,              0.0020602
                    403,                 1.3214,                 0.9202,                0.97864,                0.40516,                0.32592,                 0.3192,                0.18796,                 1.3608,                0.99948,                 1.0175,              0.0020404,              0.0020404,              0.0020404
                    404,                 1.3191,                0.92276,                0.97381,                0.40489,                0.32568,                0.31935,                0.18799,                 1.3606,                0.99936,                 1.0173,              0.0020206,              0.0020206,              0.0020206
                    405,                 1.3178,                0.91499,                0.97651,                 0.4047,                0.32591,                0.31928,                0.18805,                 1.3608,                0.99977,                 1.0174,              0.0020008,              0.0020008,              0.0020008
                    406,                 1.3163,                0.92266,                0.97503,                0.40464,                0.32613,                0.31926,                0.18798,                  1.361,                0.99991,                 1.0174,               0.001981,               0.001981,               0.001981
                    407,                 1.3258,                0.92291,                0.97903,                0.40302,                 0.3237,                0.31912,                0.18796,                 1.3611,                 1.0001,                 1.0174,              0.0019612,              0.0019612,              0.0019612
                    408,                 1.3169,                0.92217,                 0.9753,                0.40326,                0.32619,                0.31909,                  0.188,                 1.3611,                 1.0002,                 1.0174,              0.0019414,              0.0019414,              0.0019414
                    409,                  1.313,                0.91356,                0.97562,                0.40453,                 0.3246,                0.31909,                0.18781,                 1.3611,                 1.0002,                 1.0173,              0.0019216,              0.0019216,              0.0019216
                    410,                 1.3102,                0.91326,                 0.9756,                0.40412,                0.32603,                0.31925,                0.18789,                 1.3614,                 1.0003,                 1.0174,              0.0019018,              0.0019018,              0.0019018
                    411,                  1.316,                0.91667,                0.97418,                 0.4033,                 0.3254,                0.31912,                0.18786,                 1.3613,                 1.0006,                 1.0174,               0.001882,               0.001882,               0.001882
                    412,                 1.3121,                0.91391,                0.97657,                0.40413,                0.32579,                0.31908,                0.18774,                 1.3612,                 1.0006,                 1.0175,              0.0018622,              0.0018622,              0.0018622
                    413,                 1.3114,                0.91299,                 0.9773,                0.40404,                 0.3256,                0.31925,                 0.1878,                 1.3612,                 1.0005,                 1.0174,              0.0018424,              0.0018424,              0.0018424
                    414,                 1.3218,                0.92086,                0.97744,                0.40349,                0.32703,                0.31946,                0.18806,                 1.3612,                 1.0007,                 1.0175,              0.0018226,              0.0018226,              0.0018226
                    415,                 1.3152,                0.91498,                 0.9746,                0.40384,                0.32666,                0.31956,                0.18816,                 1.3611,                 1.0006,                 1.0175,              0.0018028,              0.0018028,              0.0018028
                    416,                 1.3169,                0.91729,                0.97668,                0.40418,                0.32695,                0.31977,                0.18816,                 1.3608,                 1.0003,                 1.0175,               0.001783,               0.001783,               0.001783
                    417,                 1.3105,                0.91282,                0.97462,                0.40571,                0.32658,                0.31956,                0.18813,                 1.3609,                 1.0004,                 1.0175,              0.0017632,              0.0017632,              0.0017632
                    418,                  1.315,                0.91458,                0.97449,                0.40516,                0.32737,                0.31959,                0.18792,                 1.3612,                 1.0005,                 1.0176,              0.0017434,              0.0017434,              0.0017434
                    419,                 1.3108,                0.91386,                0.97685,                 0.4061,                0.32569,                0.31941,                0.18805,                 1.3611,                 1.0001,                 1.0175,              0.0017236,              0.0017236,              0.0017236
                    420,                 1.3189,                0.91889,                0.97755,                0.40364,                 0.3254,                0.31951,                0.18809,                 1.3609,                0.99997,                 1.0175,              0.0017038,              0.0017038,              0.0017038
                    421,                 1.3157,                 0.9122,                0.97634,                0.40543,                 0.3265,                0.31968,                0.18829,                 1.3609,                0.99986,                 1.0174,               0.001684,               0.001684,               0.001684
                    422,                 1.3127,                0.91306,                0.97452,                 0.4061,                0.32749,                0.31985,                0.18824,                  1.361,                0.99988,                 1.0174,              0.0016642,              0.0016642,              0.0016642
                    423,                 1.3119,                0.91257,                0.97671,                0.40593,                0.32741,                0.31982,                0.18821,                 1.3609,                 1.0002,                 1.0174,              0.0016444,              0.0016444,              0.0016444
                    424,                 1.3096,                 0.9087,                0.97426,                0.40554,                0.32582,                0.31982,                0.18818,                 1.3604,                 0.9999,                 1.0173,              0.0016246,              0.0016246,              0.0016246
                    425,                 1.3216,                0.91815,                0.97573,                0.40569,                0.32572,                0.31988,                0.18824,                 1.3603,                0.99971,                 1.0172,              0.0016048,              0.0016048,              0.0016048
                    426,                 1.3081,                0.90684,                0.97539,                  0.405,                0.32496,                0.32005,                0.18828,                 1.3604,                0.99987,                 1.0172,               0.001585,               0.001585,               0.001585
                    427,                 1.3118,                0.90697,                0.97386,                0.40539,                0.32655,                 0.3201,                0.18831,                 1.3601,                0.99957,                 1.0171,              0.0015652,              0.0015652,              0.0015652
                    428,                 1.3174,                0.91332,                0.97525,                0.40672,                0.32786,                0.31989,                0.18823,                   1.36,                0.99945,                 1.0171,              0.0015454,              0.0015454,              0.0015454
                    429,                 1.3052,                0.90516,                0.97133,                0.40568,                0.32899,                0.32003,                0.18832,                 1.3599,                 0.9994,                 1.0171,              0.0015256,              0.0015256,              0.0015256
                    430,                 1.3041,                 0.9064,                0.97353,                0.40522,                0.32883,                   0.32,                 0.1884,                 1.3597,                0.99955,                 1.0171,              0.0015058,              0.0015058,              0.0015058
                    431,                 1.3138,                  0.909,                0.97384,                0.40778,                0.32818,                0.32014,                0.18837,                 1.3596,                0.99938,                  1.017,               0.001486,               0.001486,               0.001486
                    432,                 1.3141,                0.91042,                0.97492,                0.40704,                 0.3277,                0.31984,                 0.1883,                 1.3593,                0.99954,                 1.0169,              0.0014662,              0.0014662,              0.0014662
                    433,                 1.3029,                0.90221,                0.97247,                0.40721,                0.32757,                0.32006,                0.18828,                 1.3591,                0.99936,                 1.0169,              0.0014464,              0.0014464,              0.0014464
                    434,                 1.3126,                0.90927,                0.97368,                0.40606,                0.32864,                0.31992,                0.18819,                 1.3593,                0.99965,                 1.0169,              0.0014266,              0.0014266,              0.0014266
                    435,                 1.3068,                 0.9046,                0.97308,                0.40716,                0.32707,                0.31979,                0.18822,                 1.3591,                0.99958,                 1.0169,              0.0014068,              0.0014068,              0.0014068
                    436,                 1.3046,                0.90214,                0.97423,                0.40617,                0.32572,                0.31994,                0.18838,                 1.3589,                0.99949,                 1.0169,               0.001387,               0.001387,               0.001387
                    437,                 1.3044,                0.90118,                0.97112,                0.40625,                0.32772,                0.32024,                0.18848,                  1.359,                0.99996,                 1.0169,              0.0013672,              0.0013672,              0.0013672
                    438,                 1.3008,                 0.9015,                0.97292,                0.40443,                0.32791,                0.32014,                0.18842,                 1.3591,                0.99996,                 1.0168,              0.0013474,              0.0013474,              0.0013474
                    439,                 1.3113,                0.90659,                0.97222,                0.40342,                0.32925,                0.31999,                0.18848,                 1.3586,                0.99981,                 1.0168,              0.0013276,              0.0013276,              0.0013276
                    440,                 1.2983,                0.89639,                0.97052,                0.40433,                0.32891,                0.32009,                0.18847,                 1.3584,                0.99962,                 1.0168,              0.0013078,              0.0013078,              0.0013078
                    441,                 1.3106,                0.90491,                0.97206,                0.40463,                0.32713,                0.32012,                0.18844,                 1.3588,                0.99993,                 1.0168,               0.001288,               0.001288,               0.001288
                    442,                 1.3029,                0.89852,                0.97115,                0.40728,                0.32384,                0.32027,                0.18845,                 1.3589,                0.99999,                 1.0168,              0.0012682,              0.0012682,              0.0012682
                    443,                 1.3102,                0.90498,                0.97301,                0.40564,                0.32621,                0.32041,                0.18842,                 1.3588,                 1.0002,                 1.0169,              0.0012484,              0.0012484,              0.0012484
                    444,                 1.3035,                0.89813,                0.97312,                0.40634,                0.32468,                0.32032,                0.18851,                 1.3586,                 1.0003,                 1.0168,              0.0012286,              0.0012286,              0.0012286
                    445,                 1.3132,                 0.9036,                0.97237,                0.40498,                0.32516,                0.32034,                0.18838,                 1.3589,                 1.0006,                 1.0168,              0.0012088,              0.0012088,              0.0012088
                    446,                 1.2995,                0.90057,                 0.9734,                0.40631,                0.32462,                0.32028,                0.18857,                  1.359,                 1.0006,                 1.0168,               0.001189,               0.001189,               0.001189
                    447,                 1.3028,                0.89778,                0.97079,                 0.4077,                0.32522,                0.32034,                0.18851,                 1.3591,                 1.0007,                 1.0168,              0.0011692,              0.0011692,              0.0011692
                    448,                  1.296,                0.89465,                0.97126,                0.40842,                0.32528,                0.32033,                0.18851,                 1.3588,                 1.0005,                 1.0168,              0.0011494,              0.0011494,              0.0011494
                    449,                 1.3048,                0.90188,                0.97155,                 0.4085,                0.32456,                0.32017,                0.18857,                 1.3591,                 1.0007,                 1.0169,              0.0011296,              0.0011296,              0.0011296
                    450,                 1.3023,                0.89878,                 0.9722,                0.40842,                 0.3242,                0.32044,                0.18863,                 1.3593,                 1.0009,                 1.0169,              0.0011098,              0.0011098,              0.0011098
                    451,                 1.2956,                0.89139,                 0.9718,                0.40814,                0.32401,                0.32058,                0.18868,                 1.3593,                 1.0011,                 1.0169,                0.00109,                0.00109,                0.00109
                    452,                 1.2995,                0.89339,                0.97047,                0.40756,                 0.3247,                0.32063,                 0.1888,                 1.3592,                 1.0011,                 1.0169,              0.0010702,              0.0010702,              0.0010702
                    453,                 1.2939,                0.89292,                0.96977,                0.40746,                0.32416,                0.32065,                0.18883,                 1.3592,                  1.001,                 1.0169,              0.0010504,              0.0010504,              0.0010504
                    454,                 1.3008,                0.89714,                0.97327,                0.40992,                0.32687,                0.32083,                0.18898,                 1.3593,                 1.0014,                 1.0169,              0.0010306,              0.0010306,              0.0010306
                    455,                 1.3006,                0.89563,                0.97276,                0.41146,                0.32536,                0.32075,                0.18898,                  1.359,                 1.0012,                 1.0168,              0.0010108,              0.0010108,              0.0010108
                    456,                 1.3008,                0.89701,                0.97007,                0.41227,                0.32531,                0.32082,                0.18891,                 1.3593,                 1.0011,                 1.0169,               0.000991,               0.000991,               0.000991
                    457,                 1.2926,                0.88893,                0.97303,                 0.4106,                0.32592,                0.32075,                 0.1888,                 1.3593,                 1.0014,                 1.0169,              0.0009712,              0.0009712,              0.0009712
                    458,                 1.2951,                0.89361,                0.97026,                0.41081,                0.32566,                0.32059,                0.18873,                 1.3597,                 1.0016,                 1.0169,              0.0009514,              0.0009514,              0.0009514
                    459,                 1.3028,                0.89485,                0.97125,                0.40956,                0.32647,                0.32081,                0.18884,                 1.3593,                 1.0014,                 1.0169,              0.0009316,              0.0009316,              0.0009316
                    460,                 1.3017,                0.89706,                0.97126,                0.40995,                0.32635,                0.32084,                0.18882,                 1.3595,                 1.0012,                  1.017,              0.0009118,              0.0009118,              0.0009118
                    461,                 1.2948,                0.89135,                0.96911,                0.41059,                0.32659,                0.32076,                0.18867,                 1.3597,                 1.0014,                  1.017,               0.000892,               0.000892,               0.000892
