                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                  1.406,                 1.0514,                 1.0105,                0.38385,                0.31788,                0.30375,                0.17839,                 1.3693,                 1.0153,                 1.0254,              0.0070498,              0.0070498,              0.0070498
                    151,                 1.4119,                 1.0531,                 1.0094,                0.38438,                0.31773,                0.30382,                0.17826,                 1.3693,                 1.0151,                 1.0253,                0.00703,                0.00703,                0.00703
                    152,                 1.4148,                 1.0561,                 1.0106,                0.39066,                0.31364,                0.30365,                0.17835,                 1.3691,                 1.0147,                 1.0252,              0.0070102,              0.0070102,              0.0070102
                    153,                 1.4136,                 1.0513,                 1.0097,                0.39127,                0.31505,                0.30376,                0.17819,                 1.3687,                 1.0145,                 1.0252,              0.0069904,              0.0069904,              0.0069904
                    154,                  1.412,                 1.0496,                 1.0106,                0.38995,                0.31503,                 0.3039,                0.17837,                 1.3686,                 1.0141,                 1.0252,              0.0069706,              0.0069706,              0.0069706
                    155,                 1.4148,                 1.0556,                 1.0088,                0.39269,                0.31319,                0.30429,                0.17855,                 1.3684,                 1.0135,                 1.0251,              0.0069508,              0.0069508,              0.0069508
                    156,                 1.4136,                 1.0507,                 1.0105,                0.39035,                0.31364,                 0.3041,                0.17867,                  1.368,                 1.0134,                 1.0251,               0.006931,               0.006931,               0.006931
                    157,                 1.4035,                 1.0432,                 1.0078,                0.39238,                0.31191,                0.30416,                0.17868,                 1.3679,                 1.0131,                 1.0251,              0.0069112,              0.0069112,              0.0069112
                    158,                 1.4116,                 1.0463,                 1.0118,                 0.3915,                0.31183,                0.30443,                0.17882,                 1.3676,                 1.0128,                  1.025,              0.0068914,              0.0068914,              0.0068914
                    159,                 1.4102,                 1.0454,                 1.0099,                0.39217,                0.31325,                0.30481,                0.17873,                 1.3673,                 1.0129,                 1.0249,              0.0068716,              0.0068716,              0.0068716
                    160,                 1.4113,                 1.0477,                 1.0125,                0.38968,                0.31369,                0.30481,                0.17894,                 1.3669,                 1.0125,                 1.0247,              0.0068518,              0.0068518,              0.0068518
                    161,                 1.4084,                 1.0478,                 1.0066,                0.38792,                0.31355,                0.30518,                0.17886,                 1.3667,                 1.0123,                 1.0245,               0.006832,               0.006832,               0.006832
                    162,                 1.4135,                 1.0506,                 1.0138,                0.38941,                0.31289,                0.30507,                0.17895,                 1.3667,                 1.0119,                 1.0245,              0.0068122,              0.0068122,              0.0068122
                    163,                 1.4107,                 1.0488,                 1.0083,                0.39204,                0.31246,                0.30515,                0.17919,                 1.3665,                 1.0117,                 1.0244,              0.0067924,              0.0067924,              0.0067924
                    164,                 1.4068,                 1.0438,                  1.008,                0.38987,                0.31372,                0.30553,                0.17935,                 1.3667,                 1.0115,                 1.0243,              0.0067726,              0.0067726,              0.0067726
                    165,                 1.4144,                 1.0493,                 1.0087,                0.38815,                0.31449,                0.30584,                0.17969,                 1.3662,                  1.011,                 1.0242,              0.0067528,              0.0067528,              0.0067528
                    166,                 1.4054,                 1.0412,                 1.0087,                0.39224,                0.31442,                0.30603,                0.17973,                 1.3664,                 1.0112,                 1.0242,               0.006733,               0.006733,               0.006733
                    167,                 1.4115,                  1.049,                 1.0059,                0.39146,                0.31453,                 0.3062,                0.17989,                 1.3662,                 1.0107,                 1.0242,              0.0067132,              0.0067132,              0.0067132
                    168,                 1.4136,                 1.0534,                 1.0096,                0.39239,                 0.3144,                 0.3064,                0.17981,                  1.366,                 1.0107,                 1.0241,              0.0066934,              0.0066934,              0.0066934
                    169,                 1.3968,                 1.0339,                 1.0038,                0.39002,                0.31449,                0.30631,                 0.1797,                 1.3659,                 1.0103,                 1.0241,              0.0066736,              0.0066736,              0.0066736
                    170,                 1.4052,                 1.0412,                 1.0083,                0.39097,                0.31469,                0.30648,                0.17972,                 1.3657,                 1.0104,                 1.0239,              0.0066538,              0.0066538,              0.0066538
                    171,                 1.4058,                 1.0393,                 1.0059,                0.39162,                0.31599,                0.30646,                0.17984,                 1.3654,                 1.0099,                 1.0238,               0.006634,               0.006634,               0.006634
                    172,                 1.4029,                 1.0421,                 1.0075,                0.39306,                0.31703,                 0.3066,                0.17991,                 1.3656,                 1.0097,                 1.0239,              0.0066142,              0.0066142,              0.0066142
                    173,                 1.4064,                 1.0407,                 1.0085,                 0.3937,                0.31582,                0.30657,                0.17992,                 1.3654,                 1.0096,                 1.0238,              0.0065944,              0.0065944,              0.0065944
                    174,                 1.3996,                 1.0334,                 1.0038,                0.39396,                0.31556,                0.30652,                0.17983,                 1.3652,                 1.0095,                 1.0238,              0.0065746,              0.0065746,              0.0065746
                    175,                 1.4027,                 1.0339,                 1.0046,                0.39204,                0.31696,                0.30642,                0.17982,                 1.3649,                 1.0093,                 1.0236,              0.0065548,              0.0065548,              0.0065548
                    176,                  1.406,                 1.0412,                  1.007,                0.38927,                0.31815,                0.30658,                0.17986,                 1.3643,                 1.0093,                 1.0236,               0.006535,               0.006535,               0.006535
                    177,                 1.4099,                 1.0444,                 1.0077,                0.39195,                0.31576,                0.30638,                0.17986,                 1.3642,                 1.0094,                 1.0236,              0.0065152,              0.0065152,              0.0065152
                    178,                 1.3983,                 1.0358,                 1.0041,                0.38994,                0.31816,                0.30641,                0.18008,                 1.3644,                 1.0089,                 1.0236,              0.0064954,              0.0064954,              0.0064954
                    179,                 1.3991,                 1.0305,                 1.0054,                0.39158,                 0.3177,                0.30634,                0.18008,                  1.364,                 1.0087,                 1.0235,              0.0064756,              0.0064756,              0.0064756
                    180,                 1.4039,                 1.0364,                 1.0049,                0.39364,                0.31798,                0.30625,                0.18005,                 1.3638,                 1.0086,                 1.0236,              0.0064558,              0.0064558,              0.0064558
                    181,                 1.4021,                 1.0301,                 1.0054,                0.39144,                0.31794,                0.30642,                0.18031,                  1.364,                 1.0085,                 1.0235,               0.006436,               0.006436,               0.006436
                    182,                 1.3922,                 1.0285,                 1.0067,                0.39127,                0.31756,                0.30653,                0.18028,                 1.3641,                 1.0085,                 1.0236,              0.0064162,              0.0064162,              0.0064162
                    183,                  1.404,                 1.0344,                 1.0068,                0.39147,                0.31754,                0.30678,                0.18029,                 1.3638,                 1.0083,                 1.0236,              0.0063964,              0.0063964,              0.0063964
                    184,                 1.3938,                 1.0317,                 1.0062,                 0.3913,                 0.3174,                0.30673,                0.18025,                 1.3638,                 1.0082,                 1.0235,              0.0063766,              0.0063766,              0.0063766
                    185,                 1.3985,                 1.0314,                 1.0033,                0.39124,                0.31741,                0.30681,                0.18039,                 1.3636,                 1.0079,                 1.0235,              0.0063568,              0.0063568,              0.0063568
                    186,                 1.3903,                 1.0244,                 1.0009,                0.39186,                0.31761,                0.30679,                0.18021,                 1.3637,                 1.0078,                 1.0235,               0.006337,               0.006337,               0.006337
                    187,                 1.3985,                 1.0322,                 1.0057,                0.39414,                0.31784,                0.30691,                0.18027,                 1.3632,                 1.0079,                 1.0234,              0.0063172,              0.0063172,              0.0063172
                    188,                 1.3974,                 1.0253,                  1.004,                0.39285,                0.31761,                0.30695,                0.18036,                 1.3631,                 1.0077,                 1.0234,              0.0062974,              0.0062974,              0.0062974
                    189,                 1.3984,                 1.0297,                 1.0042,                0.39163,                0.31757,                0.30724,                0.18046,                 1.3631,                 1.0076,                 1.0234,              0.0062776,              0.0062776,              0.0062776
                    190,                 1.3928,                 1.0304,                 1.0063,                0.39462,                0.31781,                0.30722,                0.18048,                 1.3631,                 1.0071,                 1.0234,              0.0062578,              0.0062578,              0.0062578
                    191,                 1.3946,                 1.0269,                 1.0053,                0.39207,                0.31708,                0.30706,                0.18049,                 1.3632,                  1.007,                 1.0234,               0.006238,               0.006238,               0.006238
                    192,                 1.3927,                 1.0253,                 1.0051,                0.39415,                 0.3161,                0.30705,                0.18045,                  1.363,                 1.0069,                 1.0233,              0.0062182,              0.0062182,              0.0062182
                    193,                 1.3937,                 1.0288,                 1.0023,                0.39579,                0.31726,                0.30744,                0.18053,                 1.3629,                 1.0068,                 1.0232,              0.0061984,              0.0061984,              0.0061984
                    194,                 1.3936,                 1.0265,                 1.0056,                0.39498,                0.31741,                 0.3071,                0.18042,                 1.3631,                 1.0064,                 1.0233,              0.0061786,              0.0061786,              0.0061786
                    195,                 1.3923,                 1.0224,                 1.0005,                0.39625,                0.31751,                0.30714,                0.18053,                 1.3632,                 1.0065,                 1.0233,              0.0061588,              0.0061588,              0.0061588
                    196,                 1.3974,                 1.0244,                  1.003,                0.39524,                0.31648,                 0.3067,                0.18055,                 1.3629,                 1.0067,                 1.0233,               0.006139,               0.006139,               0.006139
                    197,                 1.3926,                  1.025,                 1.0024,                0.39673,                0.31775,                0.30716,                0.18088,                 1.3628,                 1.0064,                 1.0232,              0.0061192,              0.0061192,              0.0061192
                    198,                 1.3926,                 1.0197,                  1.003,                0.39552,                0.31689,                0.30737,                0.18104,                 1.3625,                 1.0062,                 1.0231,              0.0060994,              0.0060994,              0.0060994
                    199,                  1.397,                 1.0258,                  1.002,                0.39793,                0.31713,                0.30773,                0.18125,                 1.3627,                 1.0061,                 1.0232,              0.0060796,              0.0060796,              0.0060796
                    200,                 1.3983,                 1.0269,                 1.0042,                0.39868,                0.31712,                 0.3077,                0.18118,                 1.3623,                 1.0056,                  1.023,              0.0060598,              0.0060598,              0.0060598
                    201,                 1.3897,                 1.0187,                 1.0043,                0.39919,                0.31637,                0.30768,                0.18137,                 1.3625,                 1.0057,                  1.023,                0.00604,                0.00604,                0.00604
                    202,                 1.3891,                 1.0164,                 1.0028,                0.39899,                0.31668,                0.30752,                0.18144,                 1.3622,                 1.0055,                  1.023,              0.0060202,              0.0060202,              0.0060202
                    203,                 1.3892,                 1.0173,                 1.0026,                0.39881,                 0.3167,                0.30758,                0.18142,                 1.3621,                 1.0053,                 1.0229,              0.0060004,              0.0060004,              0.0060004
                    204,                 1.3853,                 1.0172,                 1.0017,                0.40066,                0.31669,                0.30749,                0.18139,                  1.362,                 1.0054,                 1.0229,              0.0059806,              0.0059806,              0.0059806
                    205,                 1.3884,                 1.0179,                 1.0002,                0.40118,                0.31679,                0.30727,                0.18125,                 1.3622,                 1.0052,                  1.023,              0.0059608,              0.0059608,              0.0059608
                    206,                 1.3903,                 1.0224,                 1.0034,                0.39946,                0.31727,                0.30747,                0.18145,                 1.3619,                 1.0048,                 1.0229,               0.005941,               0.005941,               0.005941
                    207,                 1.3921,                 1.0207,                 1.0012,                0.40042,                0.31799,                0.30781,                0.18151,                 1.3616,                 1.0048,                 1.0229,              0.0059212,              0.0059212,              0.0059212
                    208,                  1.395,                 1.0194,                 1.0003,                0.40214,                0.31772,                0.30768,                0.18155,                 1.3614,                 1.0044,                 1.0228,              0.0059014,              0.0059014,              0.0059014
                    209,                 1.3839,                 1.0117,                 1.0003,                0.40156,                0.31763,                0.30779,                0.18156,                 1.3613,                 1.0047,                 1.0228,              0.0058816,              0.0058816,              0.0058816
                    210,                 1.3866,                 1.0196,                0.99962,                0.40132,                0.31805,                0.30813,                0.18177,                 1.3613,                 1.0043,                 1.0227,              0.0058618,              0.0058618,              0.0058618
                    211,                 1.3817,                 1.0088,                0.99853,                 0.4019,                0.31833,                0.30778,                0.18162,                  1.361,                 1.0044,                 1.0227,               0.005842,               0.005842,               0.005842
                    212,                 1.3846,                 1.0191,                 1.0014,                0.40079,                0.31809,                0.30806,                0.18167,                  1.361,                 1.0044,                 1.0228,              0.0058222,              0.0058222,              0.0058222
                    213,                 1.3933,                 1.0198,                 1.0031,                0.40118,                0.31803,                0.30812,                0.18171,                  1.361,                 1.0043,                 1.0228,              0.0058024,              0.0058024,              0.0058024
                    214,                 1.3824,                 1.0109,                0.99743,                0.40135,                0.31805,                0.30795,                0.18177,                 1.3609,                 1.0037,                 1.0228,              0.0057826,              0.0057826,              0.0057826
                    215,                 1.3797,                 1.0096,                  1.001,                0.40266,                0.31867,                0.30815,                0.18175,                 1.3609,                 1.0037,                 1.0228,              0.0057628,              0.0057628,              0.0057628
                    216,                 1.3827,                 1.0119,                 1.0018,                0.40416,                0.31717,                0.30829,                0.18166,                 1.3609,                 1.0035,                 1.0228,               0.005743,               0.005743,               0.005743
                    217,                 1.3867,                 1.0121,                0.99911,                0.40487,                0.31723,                0.30824,                0.18179,                 1.3607,                 1.0033,                 1.0228,              0.0057232,              0.0057232,              0.0057232
                    218,                 1.3805,                 1.0088,                 1.0022,                0.40249,                  0.318,                 0.3081,                0.18168,                 1.3607,                 1.0033,                 1.0226,              0.0057034,              0.0057034,              0.0057034
                    219,                 1.3874,                 1.0122,                 1.0015,                0.40185,                0.31803,                0.30825,                 0.1818,                 1.3605,                 1.0035,                 1.0226,              0.0056836,              0.0056836,              0.0056836
                    220,                  1.382,                 1.0058,                0.99891,                0.40164,                0.31836,                0.30845,                0.18181,                 1.3605,                 1.0034,                 1.0226,              0.0056638,              0.0056638,              0.0056638
                    221,                 1.3827,                  1.012,                0.99964,                0.40042,                0.31854,                 0.3081,                0.18178,                 1.3604,                 1.0033,                 1.0225,               0.005644,               0.005644,               0.005644
                    222,                 1.3783,                 1.0076,                 0.9995,                0.40057,                 0.3191,                0.30845,                0.18181,                 1.3605,                 1.0031,                 1.0225,              0.0056242,              0.0056242,              0.0056242
                    223,                 1.3826,                 1.0107,                 1.0011,                0.39905,                0.31981,                0.30859,                  0.182,                 1.3603,                 1.0031,                 1.0225,              0.0056044,              0.0056044,              0.0056044
                    224,                 1.3784,                  1.003,                0.99735,                0.39862,                0.31994,                0.30855,                0.18194,                 1.3601,                  1.003,                 1.0224,              0.0055846,              0.0055846,              0.0055846
                    225,                 1.3858,                 1.0082,                 1.0007,                0.39637,                0.32109,                0.30875,                0.18189,                 1.3603,                 1.0028,                 1.0225,              0.0055648,              0.0055648,              0.0055648
                    226,                 1.3768,                 1.0034,                 0.9967,                0.39639,                0.32099,                0.30887,                0.18208,                 1.3604,                 1.0027,                 1.0226,               0.005545,               0.005545,               0.005545
                    227,                 1.3819,                 1.0073,                 1.0017,                0.39636,                0.32109,                0.30902,                0.18206,                 1.3604,                 1.0028,                 1.0227,              0.0055252,              0.0055252,              0.0055252
                    228,                 1.3753,                  1.001,                 1.0016,                0.39529,                0.31879,                0.30912,                0.18228,                 1.3605,                 1.0025,                 1.0228,              0.0055054,              0.0055054,              0.0055054
                    229,                 1.3828,                 1.0037,                0.99811,                0.39543,                0.31838,                0.30902,                0.18225,                 1.3604,                 1.0025,                 1.0227,              0.0054856,              0.0054856,              0.0054856
                    230,                 1.3836,                  1.007,                0.99633,                0.39492,                0.31809,                0.30917,                 0.1823,                 1.3604,                 1.0024,                 1.0226,              0.0054658,              0.0054658,              0.0054658
                    231,                 1.3798,                 1.0057,                0.99622,                0.39362,                0.31848,                0.30934,                0.18248,                 1.3602,                 1.0023,                 1.0226,               0.005446,               0.005446,               0.005446
                    232,                 1.3747,                 1.0025,                 0.9964,                0.39514,                0.31763,                 0.3094,                0.18242,                 1.3598,                 1.0021,                 1.0225,              0.0054262,              0.0054262,              0.0054262
                    233,                 1.3699,                0.99996,                0.99524,                0.39497,                0.31803,                0.30925,                 0.1824,                 1.3599,                 1.0021,                 1.0224,              0.0054064,              0.0054064,              0.0054064
                    234,                 1.3776,                 1.0006,                0.99629,                0.39742,                0.31717,                0.30931,                0.18239,                   1.36,                 1.0019,                 1.0224,              0.0053866,              0.0053866,              0.0053866
                    235,                 1.3786,                 1.0035,                0.99635,                0.39635,                0.31724,                0.30932,                0.18247,                   1.36,                 1.0021,                 1.0224,              0.0053668,              0.0053668,              0.0053668
                    236,                  1.381,                 1.0079,                0.99928,                0.39428,                0.31816,                0.30947,                0.18247,                 1.3598,                  1.002,                 1.0222,               0.005347,               0.005347,               0.005347
                    237,                 1.3803,                 1.0066,                0.99765,                0.39615,                0.31701,                0.30931,                0.18243,                 1.3595,                 1.0018,                 1.0221,              0.0053272,              0.0053272,              0.0053272
                    238,                  1.373,                 1.0039,                0.99805,                0.39556,                0.31726,                0.30946,                0.18252,                 1.3596,                 1.0016,                 1.0221,              0.0053074,              0.0053074,              0.0053074
                    239,                 1.3796,                 1.0027,                0.99477,                0.39603,                0.31725,                0.30953,                0.18262,                 1.3593,                 1.0015,                  1.022,              0.0052876,              0.0052876,              0.0052876
                    240,                 1.3758,                 1.0001,                0.99234,                0.39543,                0.31718,                0.30942,                0.18249,                 1.3592,                 1.0014,                  1.022,              0.0052678,              0.0052678,              0.0052678
                    241,                 1.3687,                0.99652,                0.99595,                0.39591,                0.31732,                0.30992,                0.18274,                 1.3591,                 1.0013,                 1.0219,               0.005248,               0.005248,               0.005248
                    242,                 1.3673,                0.99466,                0.99405,                0.39544,                0.31691,                0.30976,                0.18254,                 1.3595,                 1.0013,                  1.022,              0.0052282,              0.0052282,              0.0052282
                    243,                 1.3821,                 1.0002,                0.99556,                0.39616,                0.31716,                0.30959,                0.18256,                 1.3592,                 1.0012,                 1.0219,              0.0052084,              0.0052084,              0.0052084
                    244,                 1.3757,                0.99746,                0.99719,                0.39649,                0.31718,                0.30997,                0.18255,                 1.3589,                  1.001,                 1.0218,              0.0051886,              0.0051886,              0.0051886
                    245,                 1.3752,                0.99579,                0.99892,                0.39646,                0.31732,                0.30986,                0.18257,                 1.3588,                 1.0008,                 1.0219,              0.0051688,              0.0051688,              0.0051688
                    246,                 1.3705,                0.99347,                0.99534,                0.39584,                0.31733,                0.30995,                0.18262,                 1.3592,                 1.0012,                 1.0218,               0.005149,               0.005149,               0.005149
                    247,                 1.3716,                0.99613,                 0.9961,                0.39577,                0.31778,                0.31013,                 0.1826,                 1.3591,                 1.0006,                 1.0218,              0.0051292,              0.0051292,              0.0051292
                    248,                 1.3656,                0.98858,                0.99394,                0.39448,                0.31841,                0.31019,                0.18265,                 1.3591,                 1.0011,                 1.0219,              0.0051094,              0.0051094,              0.0051094
                    249,                 1.3687,                0.98981,                0.99492,                0.39643,                0.31761,                0.31014,                0.18281,                 1.3593,                 1.0008,                 1.0219,              0.0050896,              0.0050896,              0.0050896
                    250,                 1.3675,                0.99115,                0.99769,                0.39434,                0.31852,                0.31027,                0.18279,                 1.3593,                 1.0006,                 1.0218,              0.0050698,              0.0050698,              0.0050698
                    251,                 1.3663,                  0.989,                0.99608,                0.39474,                0.31869,                0.31037,                0.18269,                 1.3595,                 1.0006,                 1.0219,                0.00505,                0.00505,                0.00505
                    252,                 1.3713,                0.99105,                0.99117,                0.39469,                0.31883,                0.31045,                0.18279,                 1.3597,                 1.0009,                 1.0219,              0.0050302,              0.0050302,              0.0050302
                    253,                  1.364,                 0.9882,                0.99449,                0.39479,                0.31875,                0.31036,                0.18294,                 1.3594,                 1.0005,                 1.0219,              0.0050104,              0.0050104,              0.0050104
                    254,                 1.3715,                0.99683,                0.99838,                0.39631,                0.31898,                0.31042,                0.18303,                 1.3592,                 1.0006,                 1.0217,              0.0049906,              0.0049906,              0.0049906
                    255,                 1.3736,                0.99561,                0.99483,                0.39363,                0.31925,                0.31025,                0.18303,                 1.3591,                 1.0003,                 1.0217,              0.0049708,              0.0049708,              0.0049708
                    256,                 1.3635,                0.98781,                0.99229,                0.39549,                0.31836,                0.31026,                 0.1829,                 1.3591,                 1.0004,                 1.0217,               0.004951,               0.004951,               0.004951
                    257,                 1.3646,                0.98571,                0.99465,                  0.395,                0.31807,                0.31031,                0.18285,                 1.3588,                 1.0003,                 1.0217,              0.0049312,              0.0049312,              0.0049312
                    258,                 1.3754,                0.99529,                0.99822,                0.39638,                0.31819,                0.31024,                0.18281,                 1.3589,                 1.0004,                 1.0217,              0.0049114,              0.0049114,              0.0049114
                    259,                 1.3678,                0.98645,                0.99259,                0.39867,                0.31758,                0.31039,                0.18292,                 1.3588,                 1.0003,                 1.0217,              0.0048916,              0.0048916,              0.0048916
                    260,                 1.3667,                0.99241,                0.99417,                0.39804,                0.31768,                0.31042,                 0.1828,                 1.3587,                      1,                 1.0216,              0.0048718,              0.0048718,              0.0048718
                    261,                 1.3671,                0.98462,                0.99383,                0.39799,                0.31783,                 0.3105,                0.18282,                 1.3587,                      1,                 1.0216,               0.004852,               0.004852,               0.004852
                    262,                 1.3653,                0.98938,                0.99417,                0.39762,                0.31774,                0.31051,                0.18285,                 1.3589,                0.99971,                 1.0215,              0.0048322,              0.0048322,              0.0048322
                    263,                  1.364,                0.98459,                0.99396,                0.39812,                0.31719,                 0.3107,                0.18289,                  1.359,                0.99972,                 1.0215,              0.0048124,              0.0048124,              0.0048124
                    264,                 1.3716,                0.98727,                 0.9955,                0.39739,                0.31763,                0.31083,                0.18298,                  1.359,                0.99958,                 1.0216,              0.0047926,              0.0047926,              0.0047926
                    265,                 1.3552,                0.97905,                0.99235,                0.39842,                0.31753,                0.31095,                0.18311,                 1.3587,                0.99943,                 1.0215,              0.0047728,              0.0047728,              0.0047728
                    266,                 1.3725,                0.98872,                0.99456,                0.39738,                0.31776,                 0.3107,                0.18295,                 1.3592,                0.99953,                 1.0215,               0.004753,               0.004753,               0.004753
                    267,                  1.359,                0.98368,                0.99448,                0.39699,                0.31758,                0.31077,                0.18295,                  1.359,                 0.9995,                 1.0215,              0.0047332,              0.0047332,              0.0047332
                    268,                 1.3677,                0.98459,                0.99312,                0.39689,                0.31745,                0.31097,                  0.183,                 1.3587,                0.99951,                 1.0214,              0.0047134,              0.0047134,              0.0047134
                    269,                 1.3536,                0.97613,                0.99154,                0.39669,                  0.317,                0.31103,                0.18302,                 1.3589,                 0.9996,                 1.0214,              0.0046936,              0.0046936,              0.0046936
                    270,                 1.3573,                0.97834,                0.99374,                0.39744,                0.31613,                0.31119,                  0.183,                 1.3587,                0.99931,                 1.0213,              0.0046738,              0.0046738,              0.0046738
                    271,                 1.3629,                0.98439,                0.99259,                0.39748,                0.31571,                0.31149,                0.18326,                 1.3589,                0.99939,                 1.0213,               0.004654,               0.004654,               0.004654
                    272,                 1.3617,                 0.9797,                   0.99,                0.39878,                0.31555,                0.31151,                0.18321,                 1.3589,                0.99933,                 1.0212,              0.0046342,              0.0046342,              0.0046342
                    273,                 1.3566,                0.97946,                 0.9909,                0.39845,                 0.3167,                0.31169,                 0.1834,                 1.3587,                0.99914,                 1.0212,              0.0046144,              0.0046144,              0.0046144
                    274,                 1.3642,                0.98021,                0.99105,                0.39788,                0.31803,                0.31184,                0.18342,                  1.359,                0.99928,                 1.0213,              0.0045946,              0.0045946,              0.0045946
                    275,                 1.3604,                0.98441,                 0.9916,                0.39885,                0.31696,                0.31181,                0.18345,                 1.3592,                 0.9992,                 1.0213,              0.0045748,              0.0045748,              0.0045748
                    276,                 1.3532,                0.97503,                0.99277,                 0.3983,                0.31653,                0.31134,                0.18328,                 1.3593,                0.99902,                 1.0212,               0.004555,               0.004555,               0.004555
                    277,                 1.3566,                0.97605,                0.99038,                0.39869,                0.31665,                0.31166,                0.18336,                 1.3591,                 0.9989,                 1.0212,              0.0045352,              0.0045352,              0.0045352
                    278,                 1.3639,                0.98245,                0.99129,                0.40095,                0.31624,                0.31135,                0.18314,                 1.3592,                0.99873,                 1.0211,              0.0045154,              0.0045154,              0.0045154
                    279,                 1.3608,                0.97683,                0.99167,                0.40247,                0.31564,                 0.3114,                 0.1832,                 1.3594,                0.99862,                 1.0212,              0.0044956,              0.0044956,              0.0044956
                    280,                 1.3671,                0.98354,                0.99229,                0.40398,                0.31471,                0.31138,                0.18317,                 1.3595,                0.99845,                 1.0212,              0.0044758,              0.0044758,              0.0044758
                    281,                 1.3601,                0.97506,                 0.9886,                0.40504,                0.31482,                0.31153,                0.18328,                 1.3596,                0.99859,                 1.0211,               0.004456,               0.004456,               0.004456
                    282,                 1.3634,                0.98333,                 0.9928,                0.40367,                0.31521,                0.31154,                 0.1833,                 1.3599,                0.99847,                 1.0211,              0.0044362,              0.0044362,              0.0044362
                    283,                 1.3596,                0.97648,                0.99144,                0.40287,                0.31532,                0.31156,                0.18324,                 1.3602,                0.99844,                 1.0211,              0.0044164,              0.0044164,              0.0044164
                    284,                 1.3634,                 0.9816,                0.99129,                 0.4027,                0.31516,                0.31172,                0.18326,                 1.3601,                0.99827,                  1.021,              0.0043966,              0.0043966,              0.0043966
                    285,                 1.3559,                0.97451,                0.98854,                0.40154,                0.31496,                0.31157,                 0.1833,                   1.36,                0.99843,                 1.0209,              0.0043768,              0.0043768,              0.0043768
                    286,                  1.356,                0.97051,                0.98947,                0.40335,                0.31419,                0.31163,                0.18325,                   1.36,                0.99812,                 1.0208,               0.004357,               0.004357,               0.004357
                    287,                 1.3527,                 0.9725,                0.98961,                0.40319,                0.31405,                0.31153,                0.18324,                   1.36,                0.99823,                 1.0208,              0.0043372,              0.0043372,              0.0043372
                    288,                 1.3561,                0.97167,                0.98994,                0.40342,                0.31401,                 0.3117,                0.18332,                 1.3597,                0.99812,                 1.0206,              0.0043174,              0.0043174,              0.0043174
                    289,                 1.3584,                0.97162,                0.99026,                0.40135,                0.31475,                0.31143,                0.18319,                 1.3596,                0.99801,                 1.0206,              0.0042976,              0.0042976,              0.0042976
                    290,                  1.359,                0.97647,                 0.9909,                0.40218,                0.31454,                0.31175,                0.18339,                 1.3599,                0.99798,                 1.0206,              0.0042778,              0.0042778,              0.0042778
                    291,                  1.351,                0.97089,                0.98856,                0.39768,                0.31767,                0.31188,                0.18342,                 1.3598,                0.99784,                 1.0205,               0.004258,               0.004258,               0.004258
                    292,                 1.3553,                0.97054,                0.98813,                0.39888,                0.31782,                0.31199,                0.18333,                 1.3599,                0.99788,                 1.0205,              0.0042382,              0.0042382,              0.0042382
                    293,                 1.3547,                0.97156,                0.98814,                0.39725,                0.31875,                0.31197,                0.18339,                 1.3598,                0.99772,                 1.0203,              0.0042184,              0.0042184,              0.0042184
                    294,                 1.3553,                0.97346,                0.99091,                0.39761,                0.31845,                0.31192,                0.18348,                 1.3601,                0.99786,                 1.0204,              0.0041986,              0.0041986,              0.0041986
                    295,                 1.3598,                0.97275,                0.98924,                0.39913,                0.31693,                0.31201,                0.18361,                 1.3601,                0.99811,                 1.0203,              0.0041788,              0.0041788,              0.0041788
                    296,                 1.3619,                0.97538,                0.98876,                0.39736,                0.31786,                0.31202,                0.18353,                 1.3597,                0.99782,                 1.0202,               0.004159,               0.004159,               0.004159
                    297,                 1.3587,                0.97277,                0.98853,                0.39998,                0.31698,                0.31239,                0.18371,                 1.3597,                0.99774,                 1.0203,              0.0041392,              0.0041392,              0.0041392
                    298,                 1.3524,                0.96914,                0.99042,                0.39842,                0.31777,                 0.3124,                0.18378,                   1.36,                0.99776,                 1.0202,              0.0041194,              0.0041194,              0.0041194
                    299,                 1.3511,                0.96552,                0.98827,                0.39919,                0.31775,                0.31239,                0.18372,                   1.36,                0.99806,                 1.0203,              0.0040996,              0.0040996,              0.0040996
                    300,                   1.35,                0.96488,                0.98718,                0.39977,                0.31785,                0.31243,                0.18381,                   1.36,                0.99819,                 1.0201,              0.0040798,              0.0040798,              0.0040798
                    301,                 1.3519,                0.96679,                0.98938,                0.39973,                0.31752,                0.31243,                0.18402,                 1.3595,                0.99766,                 1.0201,                0.00406,                0.00406,                0.00406
                    302,                 1.3526,                0.97069,                0.98878,                0.40004,                0.31746,                0.31236,                0.18404,                 1.3595,                0.99761,                   1.02,              0.0040402,              0.0040402,              0.0040402
                    303,                 1.3472,                 0.9619,                0.98933,                0.39953,                 0.3184,                0.31226,                0.18409,                 1.3596,                 0.9976,                   1.02,              0.0040204,              0.0040204,              0.0040204
                    304,                 1.3528,                0.97176,                0.98924,                0.40017,                0.31839,                0.31285,                0.18417,                 1.3592,                0.99763,                 1.0199,              0.0040006,              0.0040006,              0.0040006
