                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.3272,                0.93854,                0.93362,                0.42184,                0.34107,                0.33196,                0.19614,                 1.3385,                0.97772,                0.96137,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.3282,                0.93444,                0.93311,                0.42076,                0.34213,                0.33207,                0.19635,                 1.3385,                0.97777,                0.96137,               0.002476,               0.002476,               0.002476
                    154,                 1.3239,                0.93072,                0.93338,                0.41827,                0.34417,                 0.3321,                0.19625,                 1.3385,                0.97757,                0.96133,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.3268,                0.93598,                0.93318,                0.41983,                0.34366,                0.33215,                0.19623,                 1.3387,                0.97733,                0.96137,               0.002377,               0.002377,               0.002377
                    156,                 1.3261,                0.93009,                0.93287,                0.41991,                0.34359,                0.33224,                 0.1961,                 1.3385,                0.97728,                0.96137,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.3158,                0.92492,                0.93218,                0.41998,                0.34437,                0.33249,                 0.1962,                 1.3385,                0.97757,                0.96146,               0.002278,               0.002278,               0.002278
                    158,                 1.3211,                0.92621,                0.93441,                0.41845,                 0.3442,                0.33251,                0.19629,                 1.3387,                0.97736,                0.96155,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.3215,                0.92824,                0.93386,                0.41615,                0.34414,                 0.3324,                0.19624,                 1.3389,                0.97702,                 0.9616,               0.002179,               0.002179,               0.002179
                    160,                 1.3214,                0.92693,                0.93406,                0.41435,                0.34062,                0.33237,                0.19631,                 1.3385,                0.97688,                0.96149,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.3179,                0.92641,                0.93062,                0.41588,                0.34003,                0.33235,                0.19625,                 1.3384,                0.97667,                0.96146,                0.00208,                0.00208,                0.00208
                    162,                 1.3221,                0.92756,                0.93554,                 0.4206,                0.33734,                0.33238,                0.19624,                 1.3386,                0.97705,                 0.9615,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.3214,                0.92533,                0.93279,                0.42064,                0.33653,                0.33221,                0.19629,                 1.3384,                0.97685,                0.96143,               0.001981,               0.001981,               0.001981
                    164,                 1.3161,                0.92277,                0.93188,                0.42228,                0.33617,                0.33211,                0.19635,                 1.3385,                0.97688,                0.96135,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.3221,                0.92348,                0.93169,                0.42246,                0.33634,                0.33209,                0.19637,                 1.3382,                0.97694,                0.96125,               0.001882,               0.001882,               0.001882
                    166,                 1.3138,                0.92023,                 0.9317,                0.42115,                0.33782,                0.33199,                0.19647,                 1.3382,                0.97718,                0.96129,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.3203,                0.92399,                0.93077,                   0.42,                 0.3386,                0.33206,                0.19626,                 1.3385,                0.97727,                0.96134,               0.001783,               0.001783,               0.001783
                    168,                 1.3205,                0.92474,                0.93226,                0.42143,                0.33758,                0.33224,                 0.1965,                 1.3385,                0.97764,                0.96131,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.3035,                0.90953,                0.92785,                0.42126,                0.33839,                0.33222,                0.19629,                 1.3385,                0.97743,                0.96131,               0.001684,               0.001684,               0.001684
                    170,                 1.3126,                 0.9172,                0.93086,                0.41998,                0.33852,                0.33248,                0.19651,                 1.3383,                0.97746,                0.96126,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.3119,                0.91357,                0.92991,                0.41886,                0.33937,                0.33258,                 0.1964,                 1.3385,                0.97734,                0.96125,               0.001585,               0.001585,               0.001585
                    172,                 1.3098,                 0.9156,                0.93059,                0.41842,                0.33931,                0.33268,                 0.1964,                 1.3388,                0.97741,                0.96132,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.3122,                0.91378,                0.93068,                0.41914,                 0.3392,                0.33234,                0.19621,                 1.3387,                0.97756,                0.96131,               0.001486,               0.001486,               0.001486
                    174,                 1.3068,                 0.9085,                0.92825,                 0.4218,                0.33855,                0.33248,                 0.1964,                 1.3386,                0.97757,                0.96136,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.3097,                0.90774,                0.92851,                0.42364,                 0.3371,                0.33255,                0.19639,                 1.3385,                0.97747,                0.96126,               0.001387,               0.001387,               0.001387
                    176,                 1.3094,                0.91306,                0.92864,                0.42405,                0.33683,                0.33251,                0.19642,                 1.3384,                0.97741,                0.96117,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.3134,                0.91527,                0.92956,                0.41949,                0.33904,                0.33258,                0.19656,                 1.3382,                0.97754,                0.96116,               0.001288,               0.001288,               0.001288
                    178,                 1.3049,                0.90644,                0.92742,                0.42137,                0.33846,                0.33229,                0.19641,                 1.3384,                0.97773,                0.96111,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.3042,                0.90405,                 0.9278,                0.42183,                0.33731,                0.33233,                0.19648,                 1.3385,                0.97771,                0.96109,               0.001189,               0.001189,               0.001189
                    180,                 1.3078,                0.90543,                 0.9285,                0.42324,                0.33706,                0.33238,                0.19636,                 1.3385,                0.97753,                0.96103,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.3054,                0.90154,                0.92815,                0.42239,                0.33661,                0.33209,                0.19657,                 1.3386,                0.97772,                0.96103,                0.00109,                0.00109,                0.00109
                    182,                 1.2954,                0.89875,                0.92874,                0.42228,                0.33767,                 0.3324,                0.19651,                 1.3386,                0.97777,                0.96106,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.3048,                0.90359,                0.92896,                0.42206,                0.33768,                0.33236,                0.19661,                 1.3389,                0.97811,                0.96112,               0.000991,               0.000991,               0.000991
                    184,                  1.296,                0.89911,                0.92802,                0.42471,                0.33695,                0.33227,                0.19666,                 1.3389,                0.97778,                0.96111,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.3006,                0.89957,                0.92644,                0.42417,                 0.3372,                0.33211,                0.19639,                  1.339,                0.97806,                0.96112,               0.000892,               0.000892,               0.000892
                    186,                 1.2962,                0.89598,                0.92561,                0.42444,                  0.337,                0.33219,                0.19638,                 1.3391,                 0.9781,                0.96107,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.2986,                0.89881,                0.92764,                0.42483,                0.33684,                0.33239,                0.19655,                  1.339,                 0.9778,                0.96105,               0.000793,               0.000793,               0.000793
                    188,                    1.3,                0.89402,                0.92725,                0.42746,                0.33514,                0.33257,                0.19672,                 1.3392,                0.97781,                0.96107,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.3008,                0.89622,                0.92665,                0.42484,                 0.3362,                0.33232,                0.19659,                 1.3392,                0.97795,                 0.9611,               0.000694,               0.000694,               0.000694
                    190,                 1.2926,                0.89539,                0.92778,                0.42605,                 0.3357,                0.33224,                0.19654,                 1.3393,                0.97781,                0.96106,              0.0006445,              0.0006445,              0.0006445
                    191,                  1.273,                0.86728,                0.92897,                0.42618,                0.33559,                0.33235,                0.19643,                 1.3392,                 0.9779,                0.96101,               0.000595,               0.000595,               0.000595
                    192,                 1.2646,                 0.8556,                 0.9277,                 0.4287,                0.33464,                0.33219,                0.19648,                 1.3395,                0.97793,                0.96113,              0.0005455,              0.0005455,              0.0005455
                    193,                 1.2643,                0.85522,                 0.9286,                0.42829,                0.33448,                0.33214,                0.19642,                 1.3397,                0.97791,                0.96117,               0.000496,               0.000496,               0.000496
                    194,                 1.2676,                0.85449,                0.92762,                0.42702,                0.33533,                0.33222,                0.19645,                 1.3397,                0.97819,                0.96118,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.2637,                0.85187,                0.92623,                0.42771,                 0.3346,                0.33233,                0.19649,                 1.3398,                0.97857,                 0.9612,               0.000397,               0.000397,               0.000397
                    196,                 1.2593,                0.84887,                 0.9245,                0.42813,                0.33481,                 0.3324,                0.19643,                 1.3399,                0.97828,                0.96127,              0.0003475,              0.0003475,              0.0003475
                    197,                 1.2609,                 0.8481,                0.92502,                0.43032,                0.33467,                0.33229,                0.19642,                 1.3399,                 0.9785,                0.96124,               0.000298,               0.000298,               0.000298
                    198,                  1.261,                0.84672,                0.92543,                0.43106,                0.33395,                0.33258,                0.19649,                 1.3397,                0.97842,                0.96121,              0.0002485,              0.0002485,              0.0002485
                    199,                 1.2579,                 0.8443,                0.92492,                0.42878,                 0.3344,                0.33242,                0.19645,                 1.3398,                0.97871,                0.96118,               0.000199,               0.000199,               0.000199
                    200,                 1.2593,                0.84543,                0.92518,                0.42983,                0.33388,                0.33251,                0.19632,                 1.3398,                0.97849,                0.96115,              0.0001495,              0.0001495,              0.0001495
